,cid,text,time,author,channel,votes,photo,heart,reply,time_parsed,polarity
63,UgxCegOVvGWkyPMAcbl4AaABAg,great episode look good you guy awesome thank,1 year ago,@jamespiper9162,UC04GuUFrvx4nPILQqwvQkjA,0,https://yt3.ggpht.com/ytc/AOPolaQ2rSRsmMQRiQbTOXOwPCixSg2eTnThkJvSLdgTBd3UV1H2ytIG35XJBhg1aGkj=s176-c-k-c0x00ffffff-no-rj,False,False,1659486985.44219,0.8333333333333334
64,UgwO2iGa_2fUylLFxu94AaABAg,word jealous can not fully describe feel watch eat salmon,5 months ago,@brickbuiltmagic,UC1UNLUhv4-GoPhT7MADk-Cg,4,https://yt3.ggpht.com/aBjcweEPAI3__vJ6gTOZfP5mxMSxijNyv0xTN4wKIbCnTaXxmwWnleXs-iZZ-obNgxdbpVqe=s176-c-k-c0x00ffffff-no-rj,False,False,1677807385.444212,0.0
65,UgxQbCyv68KMH25oh_t4AaABAg,thank video it look like fantastic fishing trip that salmon look good I could almost taste,6 months ago,@BBQDad463,UCIunY-eIKueyscf5UBo_xaA,1,https://yt3.ggpht.com/ytc/AOPolaQk_WBZYiHol36qGhl3IKrseffpMzxd_RTfXg=s176-c-k-c0x00ffffff-no-rj,False,False,1675388185.445196,0.55
66,Ugwu_iDKZyblm1dic1x4AaABAg,Congrats excellent catch superb preparation that beaut king salmon,1 year ago,@susanwoodward7485,UCVOMm9zuATpc94_NHwJ-eNA,4,https://yt3.ggpht.com/ytc/AOPolaQJ-xofTUYU5FfyAAEHeWmSEmk_zUhw_Y2oLw=s176-c-k-c0x00ffffff-no-rj,False,False,1659486985.446204,1.0
67,UgxTcpGXTEk_8pHKYUB4AaABAg,hey man discover channel absolutely love content learn lot enjoy venture cause also show hardship take,7 months ago,@erenyeager3952,UCQC9v01IGh_TfQeAZ2uA5Hg,1,https://yt3.ggpht.com/OT194wbKW6_3yByUy9KAGwVgfZRTOeA9HB9G6edp4uCONmsjn6PydyF5mR9uUdMPyxBb5YBblw=s176-c-k-c0x00ffffff-no-rj,False,False,1672709785.448193,0.45
68,Ugzjw29JXlyL923UIE14AaABAg,small yet locally legendary smokery near summer house smoke salmon world the dripping juicy meat hard beat,3 months ago,@RealLagu,UCuqIn3jVq5i4K536AHnl2dw,0,https://yt3.ggpht.com/ytc/AOPolaRew3AdMscAhNBZrnjz-kHhlO-h8M6uoiGPY-NWbg=s176-c-k-c0x00ffffff-no-rj,False,False,1683074185.449194,0.13958333333333334
69,UgzUqhqpjC2pJGQg9wh4AaABAg,therapeutic great information vibe along amazing edit dope footage not mention smoke salmon look like come fantastic instantly subscribe,8 months ago,@darrinelliot.,UCFx3fdw1S7Q2xfbaYWmgMbA,0,https://yt3.ggpht.com/AZ1N9ybvTmefep38V4QT9dolvUALGcqZl5insLo9zh6gX3tRJL_NEdjxQ032fq_Sr8V7NkVGnQ=s176-c-k-c0x00ffffff-no-rj,False,False,1670031385.451204,0.45000000000000007
70,Ugz_Qp9ladQKBxxasPt4AaABAg,I ve honor live fish salmon Alaska kid I tell everyone nothing like fresh salmon right water straight campfire I spoil life come salmon,8 months ago,@marcellowheeler88,UCgcEWYPRsGN6vpPwzMw9qVQ,2,https://yt3.ggpht.com/ytc/AOPolaQXY6gSFs_0h2-iAosqCNMilaGDFKJnuF1Imz7dKg=s176-c-k-c0x00ffffff-no-rj,False,False,1670031385.45331,0.2305194805194805
71,UgwA-x6FxOR3bd8HZup4AaABAg,Taku you great chef even skillful butcher fish I maybe cut 700 AK salmon skillful split manner local native AK folk big house rack smoker I always use much sugar 451 salt plus many personal taste ingredient night brine Brush dilute molasse brine smoking smoking get 145 degree pasteurize temp I do not think salmon lose much color go upstream likely fat content Yukon River king near 1000 mile upstream journey pink humpy chum dog maybe Coho silver maybe never bright red early run king red where camping like folk low 48 flock silty gray stream catch king salmon yes Interior AK nearer Fairbanks away coastal water influence get much hot drier summer AK coastal marine environment,1 year ago,@ronmodafferi8202,UC9fUxNs40cps8-6lHiPqcYw,6,https://yt3.ggpht.com/ytc/AOPolaQyRg_mdibreNhVlFXECd12XhTWXY8MZloRsw=s176-c-k-c0x00ffffff-no-rj,False,False,1659486985.45431,0.10625
72,Ugw3doLa0gsA80pelLx4AaABAg.9dyNhcmEbwL9e0-RM0F7r4,Taku Master Chef,1 year ago,@aquaviii,UCiqYGt6geBDCqVcSfPE_-mA,2,https://yt3.ggpht.com/gbdeS38bzHNqHLrUI6s8J53H_1CNPyFpQVBqp59L3HXk5TsEOJMU6eB5JaKymsh4mG8tLj77=s176-c-k-c0x00ffffff-no-rj,False,True,1659486985.65158,0.0
73,UgxQbCyv68KMH25oh_t4AaABAg.9l80ZMO7fXf9lvVe8uFGcY,agreed,5 months ago,@olivegod,UCeRCkvRSLDrVCYtSxXfyC8A,0,https://yt3.ggpht.com/hyAe1qc0AflkxzYytljHVVs8a6mgfs8yKkEwKdDk9_KghMXnvXAzhsYLL4wsb3SM6sesEl0_gA=s176-c-k-c0x00ffffff-no-rj,False,True,1677807385.841556,0.0
75,UgwA-x6FxOR3bd8HZup4AaABAg.9dySW4-o8Ia9e-sErmCsqU,Taku leave Alaska need get classic ULU utility knife AK native they use ulu fillet fish they also use butcher everything whale sea lion seal walrus moose muskox caribou sheep etc they even use flesh hide furbearer trap super closely clean skin typically fatty beaver hide I think many early ulus form circular saw blade,1 year ago,@ronmodafferi8202,UC9fUxNs40cps8-6lHiPqcYw,3,https://yt3.ggpht.com/ytc/AOPolaQyRg_mdibreNhVlFXECd12XhTWXY8MZloRsw=s176-c-k-c0x00ffffff-no-rj,False,True,1659486986.234055,0.21111111111111114
76,Ugw-9eJDsUDfcamOebR4AaABAg,I hope one day take nice breather Alaska fish cook enjoy outdoors this amazing content brother keep em come,4 months ago,@Josegarcia-ny8bi,UCqxffCWfbXpoQ7EDr-wqQIQ,0,https://yt3.ggpht.com/ytc/AOPolaQrztTSoLlC1cWOOgrC2ywRIMv2TkUQNHhjnCc=s176-c-k-c0x00ffffff-no-rj,False,False,1680482186.659662,0.5333333333333333
77,Ugya-NKdxqcmNKM98fh4AaABAg,love catch salmon able fish lake michigain bunch ton fun down use 12 lb test cause you re fish super clear water like sometimes see line something we also use splitter drop weight bottom let sit current spot near river mouth catch 20 pound salmon trout see 26 lb,4 months ago,@eve_squared,UCr0tWw43OPPwJs5A1SIHo9A,0,https://yt3.ggpht.com/ytc/AOPolaRx8YMHpk6poyacW0Vx6SaW_rKlR8M8hT6njex8=s176-c-k-c0x00ffffff-no-rj,False,False,1680482186.661662,0.20972222222222223
78,UgyinQ8XgqlRphR7cXN4AaABAg,I almost smack face screen want taste amazing smoke salmon look amazing EDIT my wife say love friend hair want copy less blue purple,7 months ago (edited),@donttuga9310,UC7EnFoBSH7e2ltPOKu6PlDQ,0,https://yt3.ggpht.com/ytc/AOPolaTOMHbGUY6_DV3Apwfm4WT-gqKaDzjx7JCGuV-3-JwRxMGWEmVZqGshz4HhfVHg=s176-c-k-c0x00ffffff-no-rj,False,False,1672709786.663667,0.3066666666666667
79,UgwfKIzDBgKvEwoOu2V4AaABAg,1st video watch really enjoyable calmness softspoken nature tree wind make almost therapeutic minus autro tho watch the way prepare fish great look absolutely stunning usually YT recomend stuff like US content creator loud amazing amazing expressive tire watch hand make relax thank,5 months ago,@quigonjinn3567,UCOYOVw8Omyv5vfvGZjK6NBQ,0,https://yt3.ggpht.com/ytc/AOPolaQ7XtEJZ8a9Dphz6Oka5jcol630nMqJU2T0iiY-=s176-c-k-c0x00ffffff-no-rj,False,False,1677807386.665665,0.39444444444444454
80,UgyLcLQqTqTFm9dz3Ix4AaABAg,Salmon be not favorite fish even I get hungry watch video I love fish brine smokedand chili add another level flavor I hope try fish well keep great work guy,1 year ago,@rickandrews4886,UCjnuZ2zgmrpzrT949ReSwAw,3,https://yt3.ggpht.com/ytc/AOPolaQ4QOJeT_BAZUU9OPoZk7wAB04YC9w7g9VwWso5wXo7J2GtOJehDa6KNIFA-jfs=s176-c-k-c0x00ffffff-no-rj,False,False,1659486986.666664,0.35000000000000003
81,Ugx5m_Y7bHWf-CR6V8N4AaABAg,thank amazing video you try score thick piece that allow salt penetrate flesh you do not cut skin half way then do not oversalt thin piece provide even brine this remind roast butterfly fish green saple shoot the green wood bend do not burn the smoke infuse fish even fry skin pan eat like fish chip thank time effort share unique recipe way cook without conventional gear,5 months ago,@martinautours,UCNukXO-cE8vJNCVbmm4su4w,0,https://yt3.ggpht.com/ytc/AOPolaT5btVXdXUC-oN1Bm3fy2b3Rb4NEs-yFyiu5SRD7cQ=s176-c-k-c0x00ffffff-no-rj,False,False,1677807386.667662,-0.054315476190476185
82,Ugy3f0f5Ke_Zrcvhb8t4AaABAg,I never fish I m truly inspire watch I get rod I m go learn fish,4 months ago,@Gamer-Ghost.,UCApRLQ9_ZzduDkP1OFcyRRg,0,https://yt3.ggpht.com/ngyp5Zv9okKCevautgv2Wm6Q8-dR8rr5BWva8MhpfUGrT-FkMNHhT3y0XTahtvrLTdyTIiAg=s176-c-k-c0x00ffffff-no-rj,False,False,1680482186.670192,0.0
83,Ugz-KVoP2M9KXp_1u1h4AaABAg,that s beautiful process beautiful outcome I wish I could get,3 months ago,@someoneyoudontknow7407,UCdegzkZH8Y3m5n3yuPBw16w,0,https://yt3.ggpht.com/ytc/AOPolaRd_jcPRTy7_Xllce0APhV-QPWRozwYr9EI=s176-c-k-c0x00ffffff-no-rj,False,False,1683074186.671175,0.85
84,Ugw8Nwx8ovIFn63f8uV4AaABAg,love glee first bite can not imagine good must feel work worth,10 months ago,@ChongtheNomad206,UCVXxNtN6nkram2XHYJxLsCg,0,https://yt3.ggpht.com/B10rkWNVH9baLkDjE-_Ev1Wg9XmL9AstCHZkTZavQ988YOrV1i90Z-rxGaXGK4T9HSuzd_yrMQ=s176-c-k-c0x00ffffff-no-rj,False,False,1664757386.672175,0.4375
85,Ugy6aqBTDjBrEawntxp4AaABAg,so I ve never personally try trick grandpa dad do that say risk large fish start take hard open bail free spool the fish will not feel pressure anymore turn back its amazing see work Awesome video man love content,1 year ago,@evanbarger5994,UC21aX7oROfm_DomXumHSZvw,7,https://yt3.ggpht.com/ytc/AOPolaRGXK3nDqne3kSKqEImQtjVZTFnv5v3ceX-iw=s176-c-k-c0x00ffffff-no-rj,False,False,1659486986.673177,0.2691798941798942
86,UgyUEVUCnNdQnPIxlsF4AaABAg,as total nonfan salmon one I taste I pretty sure one taste good smoke Time try salmon smoking thank tip Taku,1 year ago,@BartMolkenboer,UCW6rHeoHUZG681vWrzqacIw,1,https://yt3.ggpht.com/tdUHzsfofg5YT9mrwxTACigI3K-bjH_1u8ZaQoJqLOxDkrsSfjPEMuOWOKpicITroxaIoTPafjU=s176-c-k-c0x00ffffff-no-rj,False,False,1659486986.674178,0.3625
87,UgxJmgOlvexOXBm_qox4AaABAg,only pro fisherman manoeuvre well do Chef Taku,11 months ago,@gambittandreas6756,UCX6WrpXlBjadr343IbWArCw,0,https://yt3.ggpht.com/ytc/AOPolaR3m_2v4RMv4-akSLiLbBW1yQlNWbiJpdvGkP5bCA=s176-c-k-c0x00ffffff-no-rj,False,False,1662165386.676176,0.0
88,Ugz_2t1VdaEUN4I2ydt4AaABAg,watch probably three year always impress talent compassion smart never mind cool appreciate video,7 months ago,@Seventhstream211,UCY9KVN-Ih5jl7aBSWfQlRiA,1,https://yt3.ggpht.com/ytc/AOPolaR1pQGFYWHW3jk4SXZyHJd-olzMR8ItfWX99RLrkrk=s176-c-k-c0x00ffffff-no-rj,False,False,1672709786.677176,0.28214285714285714
89,UgyFWuTmBjJuXKYTbAd4AaABAg,hi Lithuania fisherman always mystery right handed fisherman cast bait rod right hand change leave I think efficient fight fish strong hand thank,9 months ago,@TheEddgreen,UCr7dYAG8VUHTCHGNI4-xRFg,1,https://yt3.ggpht.com/ytc/AOPolaSx6D6FkDMnP9RhrU4m3uGmKRxltVKHYMVIyNGF=s176-c-k-c0x00ffffff-no-rj,False,False,1667435786.679289,0.3349206349206349
90,UgyflbUOvma_8GOO3tV4AaABAg,beautiful amazing nature fish skill,5 months ago,@user-pu8xg2dh9u,UCMWSNAr5SOiXeuZPMq6nsJQ,0,https://yt3.ggpht.com/ytc/AOPolaTT57LOEa7dIFe3q3oWwDeAh-hb9SFfH0v1UGU0=s176-c-k-c0x00ffffff-no-rj,False,False,1677807386.680303,0.7250000000000001
91,UgwVCcPcQvvwa-2LG5R4AaABAg,what s taku Love content guy you inspire open mind many idea even cook Hope one day I come visit go crazy outdoorcheflife adventure man stay awesome dude Love ya that s also tell Jocelyn hi,1 year ago,@DaniPlayz420,UC9k2en9ovqqhk1C7gvTQWAQ,3,https://yt3.ggpht.com/KSt_K4mN-cNqKdsj7VTPvaEriIoTbH0fNIWNOMWbbRy00oeb2RTeLdXHFTiUSawPjljvqgo=s176-c-k-c0x00ffffff-no-rj,False,False,1659486986.681303,0.31666666666666665
92,Ugx5U7EeVSSMTO-yj614AaABAg,love bro wish pure happy soul like definitely smash like button subscribe next one,8 months ago,@chrisbarton9565,UCbiPx4EkcVAHE173JHPkEKQ,0,https://yt3.ggpht.com/ytc/AOPolaSIXtzn0T_bo3fgVl1lGRXisp6MgOa6GwlbEQ=s176-c-k-c0x00ffffff-no-rj,False,False,1670031386.682407,0.3028571428571428
93,UgyAj1t6ZMgHIApcJI14AaABAg,Hallo Taku Congratulations do well I glad could land big salmon without net I believe none fisher net like catch big one soon show Kind regard New Zealand,10 months ago,@andriesmaritz2055,UCbI56bntlwRZo5qRBTibSGA,0,https://yt3.ggpht.com/ytc/AOPolaSRNNJSC_vJul0oMu6JqGnEg73QhdklE7_gzwjKnQ=s176-c-k-c0x00ffffff-no-rj,False,False,1664757386.683403,0.17662337662337663
94,UgwwWjhXvKrMPk3bIwZ4AaABAg,I love videos brother inspire still focus learn recipe stuff love,3 months ago,@daniloivitik9505,UCxfM8Y4qCDdAnjBnWy2UQfg,0,https://yt3.ggpht.com/ytc/AOPolaTj0yDJRa9okEGzxZwUcyGVYfOCUcOKx6dFxoWfCw=s176-c-k-c0x00ffffff-no-rj,False,False,1683074186.685421,0.5
95,UgzVj2vYZg912iqClxd4AaABAg,man that s cook fish what experience glad share very nice,5 months ago,@dexter255,UCAxqgxkpgpwkp5-esdFf5lg,0,https://yt3.ggpht.com/ytc/AOPolaQ5H3dNGjjLJfs_n7AiolEZEFAKbySTv914oE5-CPm4-OpVzsETB4oTVkC6D7lv=s176-c-k-c0x00ffffff-no-rj,False,False,1677807386.686434,0.64
96,Ugy6aqBTDjBrEawntxp4AaABAg.9e0Ohd0n1Zb9edW9nD4V_u,point fight fish use ur rod max potential angle etc Idk ur pop catch fresh fish energy pull drag regardless u start reel go want lol a salmon would also pop hook pretty fast there s tension line,11 months ago,@aaryapatel2626,UCGNVJZba_TohOpYk4VYKhug,0,https://yt3.ggpht.com/ytc/AOPolaTKUQb_i9IoiJZ-vuIOgdvQHuG_MoR2j8yFXnkrnw=s176-c-k-c0x00ffffff-no-rj,False,True,1662165386.87502,0.24166666666666667
97,Ugy6aqBTDjBrEawntxp4AaABAg.9e0Ohd0n1Zb9edX0Luyzgp,aaryapatel2626 yea cus two generation fisherman thousand fish belt do not know they re I see you re say favor shut I do not ask respond Mind ya business,11 months ago,@evanbarger5994,UC21aX7oROfm_DomXumHSZvw,0,https://yt3.ggpht.com/ytc/AOPolaRGXK3nDqne3kSKqEImQtjVZTFnv5v3ceX-iw=s176-c-k-c0x00ffffff-no-rj,False,True,1662165386.877011,0.0
98,Ugy6aqBTDjBrEawntxp4AaABAg.9e0Ohd0n1Zb9fSkIZgMBge,evanbarger5994 fudd,11 months ago,@hiclink6318,UCcelL9niMEpskAwnbqOv45Q,0,https://yt3.ggpht.com/ytc/AOPolaSNMQE3x-21Cy97vUuUksfF9zF69Jl3j_OcUA=s176-c-k-c0x00ffffff-no-rj,False,True,1662165386.879006,0.0
99,UgztDL2ukQtqFSKRKXN4AaABAg,hope go Salmon fish one day always inspire Taku thank,1 year ago,@jamon584,UCezhxDzt56SXVEbDXbsymPQ,0,https://yt3.ggpht.com/pxQjS4S7sgDJBq8Xgu4WB9zjxqP1pR8PIXTjGrunDFk6sZMR7LBI2FQnb4jLHR3T0T5LvEo3szY=s176-c-k-c0x00ffffff-no-rj,False,False,1659486987.319098,0.0
100,Ugy_uUQ4ugkLBA7tPph4AaABAg,that look perfectly delicious great catch cook video you inspire make smoke house house Thx,7 months ago,@jacquisouza5008,UCZkwe2hwnQ3XjPranT1EDJw,0,https://yt3.ggpht.com/ytc/AOPolaSgOzpoxDan-OqeGkQo1u7tQz4VjWvEXfCt3_30hd76fnxYHwYCq9R4FKL0UKRw=s176-c-k-c0x00ffffff-no-rj,False,False,1672709787.321649,0.9
101,Ugx6EaQXTgIqSKdWVuJ4AaABAg,Taku dude video awesome man the salmon fish cool bushcraft cooking dream outdoorsman haha and idea jealous great lake salmon angler get gorgeous red meat salmon especially silver one river I m get feel two really like Alaska eh plan relocate,11 months ago,@aaryapatel2626,UCGNVJZba_TohOpYk4VYKhug,0,https://yt3.ggpht.com/ytc/AOPolaTKUQb_i9IoiJZ-vuIOgdvQHuG_MoR2j8yFXnkrnw=s176-c-k-c0x00ffffff-no-rj,False,False,1662165387.322571,0.40625
102,UgxUPYN5-R_eRuDaZCJ4AaABAg,bloody great video mate it keep pop feed last day do not watch cause 40 min butso friggin glad I watch pretty much good catch n cook vid I ve ever see Kudos sir well do,8 months ago,@gregzlot6812,UCIiEVTr1WOYEmGmdfOxV83g,0,https://yt3.ggpht.com/ytc/AOPolaQdn40AlBvGmasghKrISTN6b7xX1ZG92GyuZw=s176-c-k-c0x00ffffff-no-rj,False,False,1670031387.324098,0.24166666666666667
103,Ugxbj0TbDNDWkpIfzo14AaABAg,great video rarely see salmon look good,5 months ago,@kanostv,UC_jgzhm1_9gDfBLfcDIrWVQ,1,https://yt3.ggpht.com/bSOJpDduwcWhk8B1pPeJCOCnT4baPgxcnxUmpLqOVKncIeQ4o4pa6ON5eMzpBmAG-wUGkk_T=s176-c-k-c0x00ffffff-no-rj,False,False,1677807387.325103,0.6
104,UgzeO5K80AIr2Fwhv6d4AaABAg,I stoke I see speechless put arm air celebrate its fishhuntart thing,3 months ago,@vspec17,UCnhCEBYIgM2sDWxfb7X86zw,0,https://yt3.ggpht.com/ytc/AOPolaRAoWTBpyK1zlURD-Q2P36LqctiSruS7SSI5Q=s176-c-k-c0x00ffffff-no-rj,False,False,1683074187.326103,0.0
105,Ugyi8wquABDlWF5RwfV4AaABAg,Gosh look absolutely amazing taku what catch Loved narration reel beauty Smoked perfection,1 year ago,@thelinecook,UCQ2KUZ-NN8p5f8xLT98UKRg,8,https://yt3.ggpht.com/ytc/AOPolaRlpXSmlKvLXwNwRK87CJtUhIO8SOhonGHSwaYF7g=s176-c-k-c0x00ffffff-no-rj,True,False,1659486987.32711,0.65
106,Ugz0wLNi5ApUfz8iOzh4AaABAg,I friend station AK send smoke salmon good I ever eat it actually addictive,10 months ago,@fredeb67,UCWnHjTk4OKnHSRO5M8-WPRg,0,https://yt3.ggpht.com/ytc/AOPolaT0nuRzeyaNKnyad65zHYO7bKTJYT7mf7d-3Q=s176-c-k-c0x00ffffff-no-rj,False,False,1664757387.329105,0.35
107,Ugw-xw5_gryV4jBo_o14AaABAg,look tasty good job thank delicious video,7 months ago,@saranaidu4347,UCRblge8CSic6_z4Ug_pQSmw,0,https://yt3.ggpht.com/ytc/AOPolaRFW6MuJ_9ZuK2M8onhOkhB_4rJal27w0oeqj5MulMQdaBeMeyxYEREyKWrU8zO=s176-c-k-c0x00ffffff-no-rj,False,False,1672709787.330106,0.85
108,Ugx_m5q8c6UEXnBkLqJ4AaABAg,that smoke salmon look delicious also nice knife work debone well reverse butterfly fish,7 months ago,@iamZelus,UCBnetsfVJWjoXSqn4JAVmlg,1,https://yt3.ggpht.com/jmF_UKjlsZsPx2rIbkUBCBIyD5yIz4lmqVXT5ho8Tl2UtuPCM1ocpF7lbDibyxaqT0UA0qkdst8=s176-c-k-c0x00ffffff-no-rj,False,False,1672709787.331211,0.8
109,UgySRPiO4o-YqgpqT954AaABAg,I love fishing spot love take kid lots bank river hopefully get explore area lot fishing spot head fish sockeye weekend Kenai local fishing around Anchorage Whittier rest summer,1 year ago,@kalani507,UCk_psLzzy9XlBeFba48Trbg,1,https://yt3.ggpht.com/ytc/AOPolaTR4HZtXgKnNCVmg2vacB-Sz4NIGw6SloNhmuUMUNmXoi4oeDdHz16pvM6FHPAD=s176-c-k-c0x00ffffff-no-rj,False,False,1659486987.332216,0.3333333333333333
110,Ugy-OPBeeHF4GBRDHl14AaABAg,would like see make small cedar teepee smoke do not escape fast also damp log usually well smoking,3 months ago,@mracw21,UCM6hE7SGKbw0VztSFsScBoQ,0,https://yt3.ggpht.com/ytc/AOPolaQ7RWKyyZvlgGFuFcSipNyzDb366Saxyz0gRg=s176-c-k-c0x00ffffff-no-rj,False,False,1683074187.3342,-0.09999999999999999
111,Ugz8nGLRpGlr6MpPG9h4AaABAg,hey Taku we call Red Springsummer chinook different compare Fall Chinook white meat Red spring taste much well white meat,1 year ago,@fishotherapyph,UCCIX-gvI7RpEOC9er1502yQ,10,https://yt3.ggpht.com/ytc/AOPolaTQraxrGln6u4VRl-9OkR39Xxk7t0nVtBo7WOVzPQ=s176-c-k-c0x00ffffff-no-rj,False,False,1659486987.335205,0.03333333333333333
112,UgyFHVN_nEkMqrUtMb14AaABAg,Holy crap I make mistake watch hungry this look 1010 I want go back Alaska,7 months ago,@Meghanandmatt,UCGcIC525a0rIdKZgTf079Sw,0,https://yt3.ggpht.com/eOzdnO-6rB7-Q-xYFPO0KyLTQCmaDgmW-3b9ffsA6cqlnFnHo279jw0-arLxPQ5A-mUdFmT2UA=s176-c-k-c0x00ffffff-no-rj,False,False,1672709787.337286,-0.4
113,UgwK5Rea5otSVprKkN94AaABAg,I do not even like fish make nice young man happy fun watch its nice see someone enthusiastic,5 months ago,@chrishigbie8645,UCSYacUH4eGiUmhB6ZUtFKPg,0,https://yt3.ggpht.com/ytc/AOPolaQvHjg330xs1fQyRdvdgwFPCLVRNLcxNoAWtCjCga1iU9SV9zA-04yFZdRslunQ=s176-c-k-c0x00ffffff-no-rj,False,False,1677807387.338424,0.5
114,UgyjlZrKYH0D6TB6kFZ4AaABAg,I get back salmon fishing trip I finally get one I tell load rod lean back hold handle rod chest prevent fish able drag ton line give LOT control fish Idk that s suppose common knowledge I notice rod lot let fish take line way but great video good job fish man,9 months ago (edited),@dickwaffle7134,UCKqOrl_DsppxMxLA1KwJSwQ,1,https://yt3.ggpht.com/ytc/AOPolaTqH4Z_Im7bHb21u7XnjnaGixWbPcKF7DwssQ=s176-c-k-c0x00ffffff-no-rj,False,False,1667435787.339394,0.2
115,Ugx-6gUuUN79c_ACsMN4AaABAg,Damn look fire great catch man,3 months ago,@brtalksball,UC_QR2X5KlsUp19OMxsCKuzQ,1,https://yt3.ggpht.com/1v9k2u1SCxrDwiNb8m72h6kPP5BCp75eLTkETaRBkW-7xwWqXsWFqkQEgeV_hwLyo--SmcwMmVM=s176-c-k-c0x00ffffff-no-rj,False,False,1683074187.340411,0.8
116,UgzClbqkPSNOS9ARfXp4AaABAg,look delicious,4 months ago,@ngamshimvlog,UCMHjgfjFQubiHpLcMv_3maw,0,https://yt3.ggpht.com/kgMNt1g6TCst3crM_G-vBIAUT0gcXcJZzDT4b5rLPcPYmGZbV6KxpCuw4ICH9FjSuiAVP-g6=s176-c-k-c0x00ffffff-no-rj,False,False,1680482187.342412,1.0
117,UgzEiGYLoHzJ1oxQvuJ4AaABAg,I really clap popped beer say oh right one last thing lol,1 year ago,@ironmonkey4o8,UCSi70hdkkV6CWj-DM8L1YaA,230,https://yt3.ggpht.com/ytc/AOPolaSEhuDk3ZTCwZQd383GyUvSIquZAYx5GPCb5PCW=s176-c-k-c0x00ffffff-no-rj,True,False,1659486987.343313,0.32142857142857145
118,Ugz27GqVCErXFzFehoB4AaABAg,this salmon cook impressive type wood recommend keep great content,10 months ago,@tonyprieto726,UCyj9SVWT7QSSEoZ3ovwBY_Q,0,https://yt3.ggpht.com/ytc/AOPolaQ9_o-kOyDF87EICDXQL9N1rAb1bGB1uaBXzR_S66U98Tb16LW2OLKE5rA-j4_N=s176-c-k-c0x00ffffff-no-rj,False,False,1664757387.344292,0.9
119,Ugz8nGLRpGlr6MpPG9h4AaABAg.9dyI7K4ptqh9dykp-PY8la,interesting terminology I ve hear Spring use Canadians describe red white meate king Vedder do happen know origin term Spring come down Washington close Springer specifically refer spring run chinook salmon everything else refer king,1 year ago,@losaturn90,UCkUIS-MP4M5cACWR1MUz-JQ,0,https://yt3.ggpht.com/ytc/AOPolaT111ILj6e-zCQzZuuryBOHQnyMZP_lOIiTRT-W=s176-c-k-c0x00ffffff-no-rj,False,True,1659486987.527287,0.08611111111111111
120,Ugz8nGLRpGlr6MpPG9h4AaABAg.9dyI7K4ptqh9dzb3ytrRTM,losaturn90 hey yeah far know call Spring cuz start climb river spring we two run chinook vedder one Summer around July early Aug red late AugOct White Chinook,1 year ago,@fishotherapyph,UCCIX-gvI7RpEOC9er1502yQ,0,https://yt3.ggpht.com/ytc/AOPolaTQraxrGln6u4VRl-9OkR39Xxk7t0nVtBo7WOVzPQ=s176-c-k-c0x00ffffff-no-rj,False,True,1659486987.528288,-0.019999999999999997
121,UgzEiGYLoHzJ1oxQvuJ4AaABAg.9dy9duRtycN9dyZlpKrv4a,it would not complete vid without brew,1 year ago,@brian70Cuda,UCg7g8glDNFTzXSywsUKQq3w,7,https://yt3.ggpht.com/ytc/AOPolaQwjo6JCGOPVBJzy5crO-8T11ysEDWUiuiu1W7d=s176-c-k-c0x00ffffff-no-rj,False,True,1659486987.72241,-0.05
122,UgzEiGYLoHzJ1oxQvuJ4AaABAg.9dy9duRtycN9dzy-WL9HLM,step two club,1 year ago,@charisseglen9639,UCZhmYiTRpDGelu8vQHj6RHg,1,https://yt3.ggpht.com/ytc/AOPolaSnnDXp4IuOnNBHgC4xsZoyZV7ddJWZhuo9Xg=s176-c-k-c0x00ffffff-no-rj,False,True,1659486987.723417,0.0
123,UgzEiGYLoHzJ1oxQvuJ4AaABAg.9dy9duRtycN9e0-XMRhzk2,cheer,1 year ago,@aquaviii,UCiqYGt6geBDCqVcSfPE_-mA,5,https://yt3.ggpht.com/gbdeS38bzHNqHLrUI6s8J53H_1CNPyFpQVBqp59L3HXk5TsEOJMU6eB5JaKymsh4mG8tLj77=s176-c-k-c0x00ffffff-no-rj,False,True,1659486987.724421,0.0
124,UgzEiGYLoHzJ1oxQvuJ4AaABAg.9dy9duRtycN9e0DjU7IaVc,no do not,1 year ago,@huncho4xl386,UCuF-kIVOd25xrqOTwISlaew,1,https://yt3.ggpht.com/ytc/AOPolaS2SgdPG5pAqvEvBbPfavOhRH7KuVxLrBEpUqZzuQgyslz_uhx07Sz9VBuDkltB=s176-c-k-c0x00ffffff-no-rj,False,True,1659486987.725686,0.0
125,Ugz4ApkSx8pfsXLOB2J4AaABAg,man thank deliver everything around rely feel atmosphere,5 months ago,@dj0fahad,UCwIm8XAq9uNG7XEcLTxyMig,0,https://yt3.ggpht.com/ytc/AOPolaQ2NktjVyU9OZqM6dLJpQEQ8wQHfHCiP6ic6pWM=s176-c-k-c0x00ffffff-no-rj,False,False,1677807388.1429,0.0
